framework,framework_version,requirement_area,control_reference,capability,datamodel,governance_relevance,mapping_confidence,retention_importance,raw_retention_recommendation,searchable_retention_recommendation,edge_processing_recommendation,tiering_recommendation,source_terms,mapping_rationale,source_url,mapping_method,review_status,notes,updated_at
PCI-DSS,4.0.1,Req 5 - Malicious Software Protection,Req 5,Malware Monitoring,Malware,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"malware, malicious code, anti-malware, malicious activity",Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Malware Monitoring: Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Change Monitoring,Change,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"change, configuration, system changes, modification, integrity",Configuration and system modification evidence aligns to Change and Change_Analysis.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Change Monitoring: Configuration and system modification evidence aligns to Change and Change_Analysis.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Change Monitoring,Change_Analysis,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"change, configuration, system changes, modification, integrity",Configuration and system modification evidence aligns to Change and Change_Analysis.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Change Monitoring: Configuration and system modification evidence aligns to Change and Change_Analysis.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Vulnerability Management,Updates,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"vulnerability, patching, remediation, updates, weaknesses",Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Vulnerability Management: Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 6 - Secure Systems and Software,Req 6,Vulnerability Management,Vulnerabilities,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"vulnerability, patching, remediation, updates, weaknesses",Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Vulnerability Management: Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 7 - Access Restriction,Req 7,Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 7 - Access Restriction,Req 7,Data Access Monitoring,DLP,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 7 - Access Restriction,Req 7,Data Access Monitoring,Data_Access,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 7 - Access Restriction,Req 7,Privileged Access Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 7 - Access Restriction,Req 7,Privileged Access Monitoring,Change,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 8 - User Identification and Authentication,Req 8,Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 8 - User Identification and Authentication,Req 8,Privileged Access Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
PCI-DSS,4.0.1,Req 8 - User Identification and Authentication,Req 8,Privileged Access Monitoring,Change,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.pcisecuritystandards.org/document_library/,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Application_State,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Databases,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Interprocess_Messaging,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Application and Service Resilience,JVM,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Performance,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Incident and Case Management,Alerts,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"incident, response, case, escalation, ticket, reporting",Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Incident and Case Management: Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,Availability - System Availability and Resilience,Availability,Incident and Case Management,Ticket_Management,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"incident, response, case, escalation, ticket, reporting",Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Incident and Case Management: Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC6 - Logical and Physical Access Controls,CC6,Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC6 - Logical and Physical Access Controls,CC6,Data Access Monitoring,DLP,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC6 - Logical and Physical Access Controls,CC6,Data Access Monitoring,Data_Access,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC6 - Logical and Physical Access Controls,CC6,Privileged Access Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC6 - Logical and Physical Access Controls,CC6,Privileged Access Monitoring,Change,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Alerting and Detection,Alerts,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Alerting and Detection,Event_Signatures,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Alerting and Detection,Intrusion_Detection,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Application and Service Resilience,Application_State,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Application and Service Resilience,Databases,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Application and Service Resilience,Interprocess_Messaging,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Application and Service Resilience,JVM,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Application and Service Resilience,Performance,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
SOC 2,2017 TSC with revised points of focus 2022,CC7 - System Operations,CC7,Network Monitoring,Network_Resolution,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"network, traffic, connections, communications, DNS, segmentation, perimeter","Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",https://www.aicpa-cima.com/resources/download/2017-trust-services-criteria-with-revised-points-of-focus-2022,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Network Monitoring: Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",2026-06-11T15:26:33Z
