framework,framework_version,requirement_area,control_reference,capability,datamodel,governance_relevance,mapping_confidence,retention_importance,raw_retention_recommendation,searchable_retention_recommendation,edge_processing_recommendation,tiering_recommendation,source_terms,mapping_rationale,source_url,mapping_method,review_status,notes,updated_at
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - Multi-factor Authentication and Secure Communications,Art 21(2)(j),Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"MFA, multi-factor, authentication",Authentication/MFA events are primary potential evidence for MFA requirements.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIS2 Art 21(2)(j) maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - Multi-factor Authentication and Secure Communications,Art 21(2)(j),Certificate and Crypto Monitoring,Certificates,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"secure communications, TLS",Certificate/TLS telemetry can support potential evidence of secured communications.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIS2 Art 21(2)(j) maps to Certificates as supporting evidence; grouped under Certificate and Crypto Monitoring.,2026-08-03T15:52:12Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - Multi-factor Authentication and Secure Communications,Art 21(2)(j),Email Monitoring,Email,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"secure communications, email",Email security telemetry can support potential evidence of secured messaging communications.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIS2 Art 21(2)(j) maps to Email as supporting evidence; grouped under Email Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Alerting and Detection,Alerts,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"alert, detection, monitoring",Alert outcomes can support potential evidence that continuous monitoring produces actionable detections.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Alerts as supporting evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Alerting and Detection,Intrusion_Detection,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"IDS, IPS, intrusion",IDS/IPS events can support potential evidence of continuous intrusion monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Intrusion_Detection as supporting evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Authentication Monitoring,Authentication,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"authentication, anomaly",Authentication monitoring can support potential evidence of anomalous access during continuous monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Authentication as supporting evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Endpoint Monitoring,Endpoint,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"continuous monitoring, endpoint",Endpoint telemetry is primary potential evidence for continuous host monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Endpoint as primary evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Malware Monitoring,Malware,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"malware, detection",Malware detections can support potential evidence within continuous monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Malware as supporting evidence; grouped under Malware Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Network Monitoring,Network_Traffic,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"continuous monitoring, network, traffic",Network traffic monitoring is primary potential evidence for continuous network monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 DE.CM maps to Network_Traffic as primary evidence; grouped under Network Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,GV - Govern,GV,Incident and Case Management,Ticket_Management,Medium,Low,Low,Retention is optional guidance only; prioritize higher-confidence governance evidence sources first.,Short searchable window is usually sufficient; archive or drop per policy.,Edge reduction is acceptable if higher-confidence evidence sources remain intact for the same control area.,Tier 3,"govern, policy, oversight",Ticketing may provide only weak potential evidence of governance workflow activity; GV is primarily policy/oversight.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 GV maps to Ticket_Management as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Endpoint Monitoring,Compute_Inventory,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"asset, inventory, hardware, software",Inventory telemetry is primary potential evidence for CSF asset-management outcomes.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 ID.AM maps to Compute_Inventory as primary evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Endpoint Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"asset, host, endpoint",Endpoint telemetry can support potential evidence of asset presence and activity.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 ID.AM maps to Endpoint as supporting evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,ID.RA - Risk Assessment,ID.RA,Vulnerability Management,Updates,Medium,Low,Low,Retention is optional guidance only; prioritize higher-confidence governance evidence sources first.,Short searchable window is usually sufficient; archive or drop per policy.,Edge reduction is acceptable if higher-confidence evidence sources remain intact for the same control area.,Tier 3,"remediation, patch",Patch status can weakly support remediation context for assessed risks.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 ID.RA maps to Updates as supporting evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,ID.RA - Risk Assessment,ID.RA,Vulnerability Management,Vulnerabilities,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"risk, vulnerability, assessment",Vulnerability findings are primary potential evidence feeding risk assessment.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 ID.RA maps to Vulnerabilities as primary evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.AA - Identity Management Authentication and Access Control,PR.AA,Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"identity, authentication, access",Authentication events are primary potential evidence for identity and access control.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.AA maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.AA - Identity Management Authentication and Access Control,PR.AA,Data Access Monitoring,Data_Access,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"access control, data access",Data access events can support potential evidence of authorized access to information assets.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.AA maps to Data_Access as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.AA - Identity Management Authentication and Access Control,PR.AA,Privileged Access Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"privileged, administrator",Administrative change events can support potential evidence of privileged access activity.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.AA maps to Change as supporting evidence; grouped under Privileged Access Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.DS - Data Security,PR.DS,Certificate and Crypto Monitoring,Certificates,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"encryption, certificate",Certificate/crypto telemetry can support potential evidence of cryptographic data protection.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.DS maps to Certificates as supporting evidence; grouped under Certificate and Crypto Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.DS - Data Security,PR.DS,Data Access Monitoring,DLP,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"DLP, exfiltration",DLP events can support potential evidence of data-exfiltration controls.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.DS maps to DLP as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.DS - Data Security,PR.DS,Data Access Monitoring,Data_Access,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"data security, confidentiality, access",Data access events are primary potential evidence for data-security monitoring.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.DS maps to Data_Access as primary evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.PS - Platform Security,PR.PS,Change Monitoring,Change,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"platform, configuration, hardening",Platform configuration-change events are primary potential evidence for platform security management.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.PS maps to Change as primary evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.PS - Platform Security,PR.PS,Endpoint Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"platform, endpoint, host",Endpoint telemetry can support potential evidence of platform security posture.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.PS maps to Endpoint as supporting evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,PR.PS - Platform Security,PR.PS,Vulnerability Management,Vulnerabilities,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"platform, vulnerability",Vulnerability findings can support potential evidence of platform weakness management.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 PR.PS maps to Vulnerabilities as supporting evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,RC.RP - Incident Recovery Plan Execution,RC.RP,Application and Service Resilience,Databases,Medium,Low,Low,Retention is optional guidance only; prioritize higher-confidence governance evidence sources first.,Short searchable window is usually sufficient; archive or drop per policy.,Edge reduction is acceptable if higher-confidence evidence sources remain intact for the same control area.,Tier 3,"recovery, database",Database health telemetry may weakly support recovery of data-tier services.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 RC.RP maps to Databases as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,RC.RP - Incident Recovery Plan Execution,RC.RP,Application and Service Resilience,Performance,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"recovery, availability, performance",Availability/performance telemetry can support potential evidence of recovery effectiveness.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 RC.RP maps to Performance as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,RC.RP - Incident Recovery Plan Execution,RC.RP,Incident and Case Management,Ticket_Management,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"recovery, ticket, restoration",Recovery task/ticket telemetry can support potential evidence of recovery plan execution.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 RC.RP maps to Ticket_Management as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,RS.MA - Incident Management,RS.MA,Incident and Case Management,Alerts,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"incident, alert",Alert records can support potential evidence of incident detection into response workflows.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 RS.MA maps to Alerts as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
NIST CSF 2.0,2.0,RS.MA - Incident Management,RS.MA,Incident and Case Management,Ticket_Management,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"incident, response, case",Case/ticket telemetry is primary potential evidence for incident management.,https://www.nist.gov/cyberframework,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,NIST CSF 2.0 RS.MA maps to Ticket_Management as primary evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 1 - Network Security Controls,Req 1,Alerting and Detection,Intrusion_Detection,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"IDS, IPS",IDS/IPS events can support potential evidence of network intrusion controls.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 1 maps to Intrusion_Detection as supporting evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 1 - Network Security Controls,Req 1,Change Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"firewall, configuration, change",Firewall/network-device change events can support potential evidence of NSC configuration control.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 1 maps to Change as supporting evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 1 - Network Security Controls,Req 1,Network Monitoring,Network_Traffic,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"firewall, network security, traffic",Network traffic telemetry is primary potential evidence for network security controls.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 1 maps to Network_Traffic as primary evidence; grouped under Network Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 10 - Logging and Monitoring,Req 10,Alerting and Detection,Alerts,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"log monitoring, alert",Alerting on log anomalies can support potential evidence of log monitoring/review.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 10 maps to Alerts as supporting evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 10 - Logging and Monitoring,Req 10,Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"logging, audit, authentication",Authentication logs are primary potential evidence for PCI logging of access.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 10 maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 10 - Logging and Monitoring,Req 10,Change Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"audit, change, admin",Change logs can support potential evidence of audit logging for administrative actions.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 10 maps to Change as supporting evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 10 - Logging and Monitoring,Req 10,Endpoint Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"logging, endpoint",Endpoint logs can support potential evidence of system-component audit logging.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 10 maps to Endpoint as supporting evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 10 - Logging and Monitoring,Req 10,Network Monitoring,Network_Traffic,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"logging, network",Network logs can support potential evidence of network-related audit monitoring.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 10 maps to Network_Traffic as supporting evidence; grouped under Network Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 11 - Security Testing,Req 11,Alerting and Detection,Intrusion_Detection,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"IDS, security testing",IDS/alerting from tests can support potential evidence that testing detections are observed.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 11 maps to Intrusion_Detection as supporting evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 11 - Security Testing,Req 11,Vulnerability Management,Vulnerabilities,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"vulnerability scan, penetration, testing",Vulnerability scan/findings are primary potential evidence for regular security testing.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 11 maps to Vulnerabilities as primary evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 12 - Security Program and Incident Response,Req 12,Incident and Case Management,Alerts,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"incident, alert",Security alerts can support potential evidence of incident identification under the security program.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 12 maps to Alerts as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 12 - Security Program and Incident Response,Req 12,Incident and Case Management,Ticket_Management,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"incident response, policy, ticket",Incident/case tickets are primary potential evidence for incident-response program operation.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 12 maps to Ticket_Management as primary evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 2 - Secure Configurations,Req 2,Change Monitoring,Change,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"secure configuration, hardening",Configuration-change events are primary potential evidence for secure configuration management.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 2 maps to Change as primary evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
